商品id,标题,价格,计量单位,销量,封面图,生产商,商品链接,商家店铺链接
39586284611,T 加厚手提包便当包 小鱼保温包 户外野餐保温保冷便携冰包批发,1.8,个,540,http://cbu01.alicdn.com/img/ibank/2019/223/814/10582418322_640832795.search.jpg,盐城欧创贸易有限公司,https://detail.1688.com/offer/39586284611.html?resourceId=589691&udsPoolId=699122,https://ycocmy.1688.com
571108118297,尚恩 大理石纹金边陶瓷西餐具套装米饭碗家用深汤盘菜盘子面汤碗,4.2,件,3786,http://cbu01.alicdn.com/img/ibank/2018/207/573/8987375702_598862735.search.jpg,潮州市潮安区尚恩陶瓷有限公司,https://detail.1688.com/offer/571108118297.html?resourceId=589691&udsPoolId=699122,https://shangentaoci.1688.com
574013138627,北欧风玻璃沙拉碗 创意高硼硅玻璃碗 创意餐具 多层储藏罐,34,件,0,http://cbu01.alicdn.com/img/ibank/2018/568/888/9139888865_74133620.search.jpg,河北梓逸玻璃制品有限公司,https://detail.1688.com/offer/574013138627.html?resourceId=589691&udsPoolId=699122,https://ziyiglass.1688.com
550351183143,西餐牛排盘陶瓷创意纯白浅盘水果盘蛋糕甜品碟圆菜盘酒店餐具,1.95,个,59,http://cbu01.alicdn.com/img/ibank/2017/308/140/4173041803_249499839.search.jpg,深圳市龙岗区威思町酒店用品商行,https://detail.1688.com/offer/550351183143.html?resourceId=589691&udsPoolId=699122,https://shop1430326348769.1688.com
542215481048,自动饮料吸 现货吸水器 抽水机 饮水吸管TV白压柄,0.7,套,63,http://cbu01.alicdn.com/img/ibank/2016/444/671/3660176444_1286536885.search.jpg,义乌市优麦日用百货有限公司,https://detail.1688.com/offer/542215481048.html?resourceId=589691&udsPoolId=699122,https://shop1467738886409.1688.com
566614568968,糖果色时尚环保不锈钢筷勺叉 户外便携式餐具 三件套,1.1,个,147,http://cbu01.alicdn.com/img/ibank/2018/675/169/8685961576_1678222841.search.jpg,义乌市铭卡日用品有限公司,https://detail.1688.com/offer/566614568968.html?resourceId=589691&udsPoolId=699122,https://ywyujihong.1688.com
569241576240,6件套拉伸硅胶保鲜盖 stretch lid碗盖 真空盖 密封保鲜盖,3.85,套,1210,http://cbu01.alicdn.com/img/ibank/2018/369/485/8845584963_167706382.search.jpg,东阳市聚茂日用百货有限公司,https://detail.1688.com/offer/569241576240.html?resourceId=589691&udsPoolId=699122,https://shop055j7036r90n9.1688.com
38707798457,钢化玻璃长方形烤盘冷餐盘药材展示盘蒸鱼盘焗饭接油盘微波炉烤箱,11,个,170,http://cbu01.alicdn.com/img/ibank/2019/883/573/11301375388_2121822641.search.jpg,东阳顺隆日用百货有限公司,https://detail.1688.com/offer/38707798457.html?resourceId=589691&udsPoolId=699122,https://hfyglass.1688.com
534171164345,彩色密胺圆形味碟小碟子塑料调料碟碟火锅餐具油碟酱油碟仿瓷餐具,0.65,个,650,http://cbu01.alicdn.com/img/ibank/2019/230/142/11097241032_598581080.search.jpg,广州郑兴酒店用品有限公司,https://detail.1688.com/offer/534171164345.html?resourceId=589691&udsPoolId=699122,https://zhengxing.1688.com
546110077272,A2426微波炉加热防油盖密封盖 可叠加冰箱碗碟保鲜盖塑料碗盖,1.8,个,20383,http://cbu01.alicdn.com/img/ibank/2017/996/826/3915628699_922139211.search.jpg,义乌市晨梦家居用品有限公司,https://detail.1688.com/offer/546110077272.html?resourceId=589691&udsPoolId=699122,https://cmjjyp.1688.com
567643377658,加厚铝箔保温袋 鱼乐天空冰包 手提便当包饭盒包 保温保冷野餐包,4.5,个,328,http://cbu01.alicdn.com/img/ibank/2018/834/696/10235696438_521372254.search.jpg,义乌市宝斯日用品有限公司,https://detail.1688.com/offer/567643377658.html?resourceId=589691&udsPoolId=699122,https://baosi5200.1688.com
574886168402,儿童卡通餐具两件套筷子勺子叉子 高品质精美盒装大人小孩子使用,2.5,盒,47,http://cbu01.alicdn.com/img/ibank/2018/569/481/9238184965_1122708408.search.jpg,义乌市旭凤电子商务有限公司,https://detail.1688.com/offer/574886168402.html?resourceId=589691&udsPoolId=699122,https://ywcyhpf.1688.com
541656119940,八色可挂童车婴儿保温奶瓶袋 韩版保温保鲜奶瓶包奶瓶保温套,4,件,4135,http://cbu01.alicdn.com/img/ibank/2016/809/637/3632736908_1017606084.search.jpg,义乌市坤德日用品有限公司,https://detail.1688.com/offer/541656119940.html?resourceId=589691&udsPoolId=699122,https://shop1425270464469.1688.com
581595719422,大号日式防水帆布手提保温包 便当包 饭盒袋 冰包袋子 批发定制,2.5,件,209809,http://cbu01.alicdn.com/img/ibank/2018/879/436/9631634978_1234838103.search.jpg,东阳市白云子良箱包厂,https://detail.1688.com/offer/581595719422.html?resourceId=589691&udsPoolId=699122,https://shop95897s137n913.1688.com
569551499798,拉伸6件套万能碗盖 硅胶六件套保鲜盖 冰箱微波炉密封保鲜膜,3.75,套,22932,http://cbu01.alicdn.com/img/ibank/2018/007/493/8865394700_211868521.search.jpg,义乌市曼楠日用百货有限公司,https://detail.1688.com/offer/569551499798.html?resourceId=589691&udsPoolId=699122,https://shop1433250270997.1688.com
583576829000,厂家直销酒店餐厅圆形环保pvc餐垫 北欧防烫隔热餐桌垫牛排盘垫,3,件,12958,http://cbu01.alicdn.com/img/ibank/2018/791/085/10137580197_890344208.search.jpg,义乌市白浪电子商务商行,https://detail.1688.com/offer/583576829000.html?resourceId=589691&udsPoolId=699122,https://ywbailang.1688.com
591522869895,户外野营餐具便携套装刀叉勺吸管筷子7件套 支持定制LOGO,5.9,套,4014,http://cbu01.alicdn.com/img/ibank/2019/924/888/10804888429_1293628211.search.jpg,磐安县唐人工艺品有限公司,https://detail.1688.com/offer/591522869895.html?resourceId=589691&udsPoolId=699122,https://tangren2007.1688.com
530539287622,厂家批发尼丝纺不冻凝胶膝盖冷热敷理疗袋 冷热袋,15,件,938,http://cbu01.alicdn.com/img/ibank/2017/700/978/7930879007_674525716.search.jpg,上海沃汀实业有限公司,https://detail.1688.com/offer/530539287622.html?resourceId=589691&udsPoolId=699122,https://shwoting.1688.com
573389837161,创意印花pvc西餐桌垫鼠标垫家用垫防滑杯碗餐具印花隔热垫,1.8,个,1522,http://cbu01.alicdn.com/img/ibank/2018/149/544/9105445941_1904087305.search.jpg,义乌市芬菲文化用品有限公司,https://detail.1688.com/offer/573389837161.html?resourceId=589691&udsPoolId=699122,https://yiwufenfei.1688.com
570135944760,食品级硅胶六件套保鲜盖拉伸6件套万能碗盖 冰箱微波炉密封保鲜膜,3.8,个,4727,http://cbu01.alicdn.com/img/ibank/2019/391/076/11539670193_92581468.search.jpg,平阳县意和家居用品经营部,https://detail.1688.com/offer/570135944760.html?resourceId=589691&udsPoolId=699122,https://shop1464022688559.1688.com
597275147202,支持一件代发手工编织藤编杯垫茶具垫锅垫创意碗垫隔热垫防烫垫,13.6,个,14,http://cbu01.alicdn.com/img/ibank/2019/613/633/11302336316_1476013643.search.jpg,昆明市盘龙区周艺工艺品店,https://detail.1688.com/offer/597275147202.html?resourceId=589691&udsPoolId=699122,https://gmcycjd.1688.com
37016062371,一次性甘蔗纸浆鱼盘 大号小号烧烤纸盘 儿童美术画画纸盘手工批发,0.25,个,19170,http://cbu01.alicdn.com/img/ibank/2018/968/136/8524631869_1758657427.search.jpg,义乌市禾合日用品有限公司,https://detail.1688.com/offer/37016062371.html?resourceId=589691&udsPoolId=699122,https://shop1347038962839.1688.com
523127097659,悠悦塑料饭盒乐尔齐白领学生便当盒卡通微波炉保鲜饭盒五加一分隔,11.9,件,19,http://cbu01.alicdn.com/img/ibank/2015/465/087/2536780564_1703632068.search.jpg,义乌市吕辰电子商务商行,https://detail.1688.com/offer/523127097659.html?resourceId=589691&udsPoolId=699122,https://lvchen.1688.com
1279153743,食品级稻壳饭盒 小麦秸秆分隔饭盒便当盒 创意学生带盖方形快餐盒,3,个,913,http://cbu01.alicdn.com/img/ibank/2018/663/508/8972805366_2053175510.search.jpg,义乌市锐奥日用品有限公司,https://detail.1688.com/offer/1279153743.html?resourceId=589691&udsPoolId=699122,https://yang18985888.1688.com
596111939545,环保儿童餐具带吸管便携旅行创意竹制刀叉勺套装帆布餐具七件套,7.9,盒,4245,http://cbu01.alicdn.com/img/ibank/2019/601/399/11139993106_1586875926.search.jpg,义乌市恰宽贸易有限公司,https://detail.1688.com/offer/596111939545.html?resourceId=589691&udsPoolId=699122,https://justking.1688.com
531652870489,不锈钢量勺带封口夹咖啡量匙奶粉调料勺调味勺雪糕勺,2.5,件,3471,http://cbu01.alicdn.com/img/ibank/2016/075/227/3033722570_1743600742.search.jpg,浦江县艳珍电子商务商行,https://detail.1688.com/offer/531652870489.html?resourceId=589691&udsPoolId=699122,https://shop1418661877554.1688.com
584590632202,可爱学生手提饭盒包双层带饭保温袋 加厚铝箔冰包 野餐防水便当包,3.5,个,59,http://cbu01.alicdn.com/img/ibank/2018/044/657/10194756440_926436404.search.jpg,义乌市努祥日用品有限公司,https://detail.1688.com/offer/584590632202.html?resourceId=589691&udsPoolId=699122,https://nuxiang.1688.com
524607110046,日式环保缠线勺叉筷子三件套 创意成人长柄木质椭圆餐具套装批发,3.15,套,24294,http://cbu01.alicdn.com/img/ibank/2015/006/342/2630243600_1356712126.search.jpg,福建省莆田万森家居用品有限公司,https://detail.1688.com/offer/524607110046.html?resourceId=589691&udsPoolId=699122,https://shop1444725876497.1688.com
582049605010,厂家直销 微波炉专用饭盒保鲜碗耐热玻璃保鲜盒 韩式家用便当盒,4.5,个,2338,http://cbu01.alicdn.com/img/ibank/2018/763/771/9340177367_1414086837.search.jpg,徐州振扬玻璃制品有限公司,https://detail.1688.com/offer/582049605010.html?resourceId=589691&udsPoolId=699122,https://shop83g116791lp50.1688.com
583019610787,韩国文具批发 GM100024 网红猫硅胶杯垫 杯垫 隔热垫 硅胶垫 杯托,1.85,个,12600,http://cbu01.alicdn.com/img/ibank/2018/509/651/9817156905_821386270.search.jpg,上海九骊文具礼品商行,https://detail.1688.com/offer/583019610787.html?resourceId=589691&udsPoolId=699122,https://13x14.1688.com
523055282275,不锈钢冰激凌勺 冰淇淋勺 挖球器 雪糕勺 直径4CM 5CM 6CM,4.3,支,47,http://cbu01.alicdn.com/img/ibank/2018/519/254/8790452915_330943875.search.jpg,义乌市兰珠五金厂,https://detail.1688.com/offer/523055282275.html?resourceId=589691&udsPoolId=699122,https://jingmeikeke.1688.com
524175595082,T 2398便携式密封机 迷你零食塑料袋封口机 小型手压热封塑封机,1.75,个,1860,http://cbu01.alicdn.com/img/ibank/2017/165/741/4503147561_353680516.search.jpg,义乌市吉屋电子商务商行,https://detail.1688.com/offer/524175595082.html?resourceId=589691&udsPoolId=699122,https://15jiwu.1688.com
552126235738,硅胶六件套保鲜盖拉伸万能碗盖 冰箱微波炉密封保鲜膜stretch lid,4.3,套,2171,http://cbu01.alicdn.com/img/ibank/2017/022/994/4261499220_1948921900.search.jpg,平阳县爱婷工艺品厂,https://detail.1688.com/offer/552126235738.html?resourceId=589691&udsPoolId=699122,https://shop1495731352110.1688.com
584963981813,E855居家厨房双层保鲜盒厨房葱姜水果调料保鲜盒食材沥水收纳盒,2.2,件,786,http://cbu01.alicdn.com/img/ibank/2018/074/060/10245060470_845047883.search.jpg,义乌市雷群贸易有限公司,https://detail.1688.com/offer/584963981813.html?resourceId=589691&udsPoolId=699122,https://pifacangku.1688.com
582872173135,小麦秸秆便当盒 天然麦香四格饭盒 郊游低碳环保便携密封午餐盒,3,个,0,http://cbu01.alicdn.com/img/ibank/2018/438/776/9828677834_1526685317.search.jpg,台州市北杉生活用品有限公司,https://detail.1688.com/offer/582872173135.html?resourceId=589691&udsPoolId=699122,https://shop1400259377304.1688.com
1153650463,可裁剪橱柜垫冰箱餐桌垫子柜子垫防潮垫抽屉垫纸 4片装厂家直销,2.5,套,7791,http://cbu01.alicdn.com/img/ibank/2017/946/993/4795399649_1863059457.search.jpg,义乌中茂日用百货有限公司,https://detail.1688.com/offer/1153650463.html?resourceId=589691&udsPoolId=699122,https://yipihuo8.1688.com
1288926389,食品级稻壳饭盒 小麦餐具餐盒 麦香秸秆分格便当盒 方形快餐盒,3,个,12223,http://cbu01.alicdn.com/img/ibank/2017/120/491/3979194021_1522135043.search.jpg,义乌市可娇日用品有限公司,https://detail.1688.com/offer/1288926389.html?resourceId=589691&udsPoolId=699122,https://ywkejoy.1688.com
586459561820,创意家居花朵型果盘北欧色清新果盘水果盘办公室零食盘坚果盘批发,0.35,个,4115,http://cbu01.alicdn.com/img/ibank/2019/967/461/13037164769_1977001785.search.jpg,义乌市创汇日用品厂,https://detail.1688.com/offer/586459561820.html?resourceId=589691&udsPoolId=699122,https://ywch2016.1688.com
573155137649,韩式不锈钢盖碗米饭碗单层蒸饭碗韩国料理店饭店碗厨房餐具,3.6,个,1664,http://cbu01.alicdn.com/img/ibank/2018/385/217/9090712583_173238338.search.jpg,深圳市龙华区金艺厨餐具商行,https://detail.1688.com/offer/573155137649.html?resourceId=589691&udsPoolId=699122,https://shop1494056778124.1688.com
586690260367,H调味碟 家用小麦秆醋碟小清新酱油碟可爱调料碟调味碟蘸料小碟子,0.28,个,0,http://cbu01.alicdn.com/img/ibank/2019/730/639/10415936037_829825721.search.jpg,义乌市菖顺电子商务商行,https://detail.1688.com/offer/586690260367.html?resourceId=589691&udsPoolId=699122,https://shop75193s0798616.1688.com
539885877490,创意便携韩国旅行用品香蕉盒子收纳盒 环保塑料香蕉保护壳 50克,1.4,个,140,http://cbu01.alicdn.com/img/ibank/2016/304/386/3529683403_507254686.search.jpg,义乌市创点日用百货商行,https://detail.1688.com/offer/539885877490.html?resourceId=589691&udsPoolId=699122,https://shop1345655235791.1688.com
597653521429,硅胶保鲜盖6件套可拉伸多功能密封水果蔬菜创意保鲜膜 厂家直销,6,套,49,http://cbu01.alicdn.com/img/ibank/2019/024/936/11349639420_935853313.search.jpg,阳江市联成工贸有限公司,https://detail.1688.com/offer/597653521429.html?resourceId=589691&udsPoolId=699122,https://shop1374517859403.1688.com
594136180166,硅胶保鲜盖6件套拉伸6件套万能碗盖密封硅胶保鲜盖食品级 120g,2.99,套,0,http://cbu01.alicdn.com/img/ibank/2019/103/112/11040211301_1691358096.search.jpg,瑞安市逸伦日用品厂,https://detail.1688.com/offer/594136180166.html?resourceId=589691&udsPoolId=699122,https://shop1447433989731.1688.com
591244797617,厂家直销新款多功能保温保鲜花色便当包 手提午餐收纳冰包饭盒袋,3.85,件,10,http://cbu01.alicdn.com/img/ibank/2019/536/408/10780804635_590748466.search.jpg,义乌市必生集贸易有限公司,https://detail.1688.com/offer/591244797617.html?resourceId=589691&udsPoolId=699122,https://bsj123.1688.com
597646764901,批发无铅玻璃碗5件套 加厚透明水果沙拉碗家用创意保鲜碗大量现货,9.99,件,0,http://cbu01.alicdn.com/img/ibank/2019/978/657/11413756879_1420675843.search.jpg,徐州万美玻璃制品有限公司,https://detail.1688.com/offer/597646764901.html?resourceId=589691&udsPoolId=699122,https://shop0747592r92995.1688.com
598128293897,电磁炉垫灰色2枚装 电磁炉防护垫 防水防污轻薄可水洗可反复CN,20.5,件,50,http://cbu01.alicdn.com/img/ibank/2019/087/872/11472278780_816501499.search.jpg,威海精诚进出口有限公司,https://detail.1688.com/offer/598128293897.html?resourceId=589691&udsPoolId=699122,https://jingchengtrade.1688.com
575023192778,天然硅藻土吸水杯垫防烫茶杯垫杯子垫创意防滑隔热垫杯垫子碗垫,5.4,件,167,http://cbu01.alicdn.com/img/ibank/2019/648/435/10787534846_635964223.search.jpg,义乌市堂俏电子商务有限公司,https://detail.1688.com/offer/575023192778.html?resourceId=589691&udsPoolId=699122,https://shop1462813005059.1688.com
585240351930,家用厨房双层沥水保鲜盒厨房水果食材保鲜盒镂空滤水收纳盒,2.2,件,106,http://cbu01.alicdn.com/img/ibank/2018/053/025/10272520350_1453997025.search.jpg,义乌聚友电子商务有限公司,https://detail.1688.com/offer/585240351930.html?resourceId=589691&udsPoolId=699122,https://fsjpbh.1688.com
36563505210,咖啡过滤袋 不锈钢手柄法兰绒手冲咖啡滤袋 过滤网 可重复使用,2.8,件,4035,http://cbu01.alicdn.com/img/ibank/2016/313/578/3149875313_12401562.search.jpg,湖州啡忆咖啡器具有限公司,https://detail.1688.com/offer/36563505210.html?resourceId=589691&udsPoolId=699122,https://feiyicoffee.1688.com
522737523544,手柄长60CM不锈钢水勺长柄水瓢加厚水舀子汤壳加长水壳汤瓢豆浆瓢,10,支,0,http://cbu01.alicdn.com/img/ibank/2017/711/278/4805872117_859057677.search.jpg,广州市番禺区大石泰深餐具经营部,https://detail.1688.com/offer/522737523544.html?resourceId=589691&udsPoolId=699122,https://gztaisen.1688.com
572320330023,简约风午餐饭盒袋 户外聚餐冰包便当包 创意白领午餐保温包饭盒包,4.5,个,136,http://cbu01.alicdn.com/img/ibank/2018/709/333/9059333907_58514023.search.jpg,义乌市晶律工艺品厂,https://detail.1688.com/offer/572320330023.html?resourceId=589691&udsPoolId=699122,https://shop1437065800312.1688.com
596892678874,家用简约加厚木质餐桌隔热垫 客厅防滑隔热茶杯垫 碗垫盘垫杯垫,0.66,件,66,http://cbu01.alicdn.com/img/ibank/2019/327/528/11306825723_17721274.search.jpg,义乌市琼瑶电子商务商行,https://detail.1688.com/offer/596892678874.html?resourceId=589691&udsPoolId=699122,https://qybhw.1688.com
580581789677,北欧描金边大理石纹陶瓷碗家用饭碗创意西餐碗汤面碗盘碗套装餐具,3,件,24,http://cbu01.alicdn.com/img/ibank/2018/718/458/9569854817_1142573129.search.jpg,潮州市潮安区凤塘博佳陶瓷制作厂,https://detail.1688.com/offer/580581789677.html?resourceId=589691&udsPoolId=699122,https://czbjtc.1688.com
590522145445,透明玻璃保鲜盒便携单层饭盒方形便当盒微波炉可用分隔餐盒批发,5,件,0,http://cbu01.alicdn.com/img/ibank/2019/873/476/10574674378_1875378082.search.jpg,徐州隆强玻璃制品有限公司,https://detail.1688.com/offer/590522145445.html?resourceId=589691&udsPoolId=699122,https://shop1430413252608.1688.com
541020441675,保温包冷藏包 600d冰包 精致环保牛津布铝膜保温手提袋便当包,4.7,件,63,http://cbu01.alicdn.com/img/ibank/2016/321/702/3597207123_1553247173.search.jpg,义乌市雅蝶文具厂,https://detail.1688.com/offer/541020441675.html?resourceId=589691&udsPoolId=699122,https://yadiewenju.1688.com
533913459138,八色可挂童车婴儿保温奶瓶袋 韩版保温保鲜奶瓶包,4,个,2812,http://cbu01.alicdn.com/img/ibank/2016/854/496/3136694458_584603599.search.jpg,义乌市孝武电子商务商行,https://detail.1688.com/offer/533913459138.html?resourceId=589691&udsPoolId=699122,https://shop1464780210736.1688.com
537650069069,食品级硅胶保鲜膜 冰箱碗盖 厨房微波炉加热盖子 硅胶保鲜盖 31g,2.5,张,153,http://cbu01.alicdn.com/img/ibank/2016/972/521/3384125279_101408848.search.jpg,永嘉伯忠贸易有限公司,https://detail.1688.com/offer/537650069069.html?resourceId=589691&udsPoolId=699122,https://jrycb.1688.com
1196536770,新款便当袋牛津布铝箔保鲜袋珍珠棉保温袋加厚野餐包手提午餐包,2.77,个,196,http://cbu01.alicdn.com/img/ibank/2013/902/859/813958209_54964332.search.jpg,义乌市众城手袋有限公司,https://detail.1688.com/offer/1196536770.html?resourceId=589691&udsPoolId=699122,https://jlu2008chyg.1688.com
550932767700,inomata日本进口冰箱保鲜盒食品收纳盒密封盒水果蔬菜冷藏储物盒,8.5,件,69,http://cbu01.alicdn.com/img/ibank/2017/127/134/4202431721_759800223.search.jpg,上海缔爱外家居科技有限公司,https://detail.1688.com/offer/550932767700.html?resourceId=589691&udsPoolId=699122,https://diaiwaijj.1688.com
591027642834,长方形托盘日式创意木纹防滑托盘宾馆酒店商用茶水盘家用塑料托盘,2.5,件,190,http://cbu01.alicdn.com/img/ibank/2019/077/840/10507048770_654154516.search.jpg,台州市椒江隆思康塑胶厂,https://detail.1688.com/offer/591027642834.html?resourceId=589691&udsPoolId=699122,https://zjtray.1688.com
535416728479,新品硅胶折叠饭盒户外便携餐具饭盒带叉勺组合套装午餐便当饭盒,10,件,21,http://cbu01.alicdn.com/img/ibank/2016/121/003/3206300121_851989656.search.jpg,深圳市新仕途实业有限公司,https://detail.1688.com/offer/535416728479.html?resourceId=589691&udsPoolId=699122,https://shop1441730958745.1688.com
593012353451,亚马逊热卖 304/316不锈钢吸管 奶茶饮料直管弯管套装 定制尺寸,0.49,件,0,http://cbu01.alicdn.com/img/ibank/2019/825/917/10971719528_250198660.search.jpg,武义隆欣杯业有限公司,https://detail.1688.com/offer/593012353451.html?resourceId=589691&udsPoolId=699122,https://wuyiloncinbottle.1688.com
1279261370,6连孔 大半圆形半球形型 DIY 硅胶蛋糕模具 皂模 果冻布丁巧克力,3.8,件,16090,http://cbu01.alicdn.com/img/ibank/2013/546/669/933966645_206740495.search.jpg,宁海县协宁橡塑厂,https://detail.1688.com/offer/1279261370.html?resourceId=589691&udsPoolId=699122,https://nhxiening.1688.com
523323747316,食品级稻壳便当盒保鲜盒方形快餐盒 小麦分格饭盒三格带盖子,3,个,1828,http://cbu01.alicdn.com/img/ibank/2018/163/556/9080655361_709699265.search.jpg,义乌市科骄日用品有限公司,https://detail.1688.com/offer/523323747316.html?resourceId=589691&udsPoolId=699122,https://yiwukejiao.1688.com
574500102594,透明弹性高拉力硅胶保鲜盖 食品级碗盆杯密封冰箱食物保鲜盖6件套,5,个,39,http://cbu01.alicdn.com/img/ibank/2018/945/302/9192203549_258230425.search.jpg,苍南县优佳日用品厂,https://detail.1688.com/offer/574500102594.html?resourceId=589691&udsPoolId=699122,https://shop2135670553i71.1688.com
585279335383,厂家直销压粉垫防滑填压转角垫压座咖啡垫 黑色色杯垫硅胶垫餐垫,8,件,94,http://cbu01.alicdn.com/img/ibank/2018/567/109/10300901765_655693825.search.jpg,深圳市万仕达酒店用品有限公司,https://detail.1688.com/offer/585279335383.html?resourceId=589691&udsPoolId=699122,https://shop0cml1264263e9.1688.com
538804508866,厂家批发彩色抽式餐具盒 PP材质餐盒 便携餐具套装礼品塑料盒,0.48,套,132443,http://cbu01.alicdn.com/img/ibank/2018/875/271/9375172578_455426533.search.jpg,揭阳产业园磐东诚昕塑料制品厂,https://detail.1688.com/offer/538804508866.html?resourceId=589691&udsPoolId=699122,https://shop1472489726837.1688.com
574927672191,创意几何彩色可拆卸果盘四件套塑料组合托盘桌面收纳盘水果盘批发,7,套,39,http://cbu01.alicdn.com/img/ibank/2018/173/775/9274577371_1964034079.search.jpg,义乌市猫妮电子商务有限公司,https://detail.1688.com/offer/574927672191.html?resourceId=589691&udsPoolId=699122,https://yiwumaoni.1688.com
